_id,city_code,city_name,name,street_type
63fd0ccf8cbfb5572cacb4be,7110100000,Черкаси,Луначарського,вулиця
63fd0ccf8cbfb5572cacb4d7,7110100000,Черкаси,Молоткова,вулиця
63fd0ccf8cbfb5572cacb4df,7110100000,Черкаси,Некрасова,вулиця
63fd0ccf8cbfb5572cacb4ee,7110100000,Черкаси,Остафія Дашковича,вулиця
63fd0ccf8cbfb5572cacb50d,7110100000,Черкаси,Подолинського,вулиця
63fd0ccf8cbfb5572cacb515,7110100000,Черкаси,Портова,вулиця
63fd0ccf8cbfb5572cacb522,7110100000,Черкаси,Пугачова,провулок
63fd0ccf8cbfb5572cacb52a,7110100000,Черкаси,Раскової,провулок
63fd0ccf8cbfb5572cacb531,7110100000,Черкаси,Рози Люксембург,вулиця
63fd0ccf8cbfb5572cacb536,7110100000,Черкаси,Руставі,вулиця
63fd0ccf8cbfb5572cacb537,7110100000,Черкаси,Руськополянський,проїзд
63fd0ccf8cbfb5572cacb54c,7110100000,Черкаси,Смілянська,вулиця
63fd0ccf8cbfb5572cacb558,7110100000,Черкаси,Стасова,провулок
63fd0ccf8cbfb5572cacb55c,7110100000,Черкаси,Субботіна,вулиця
63fd0ccf8cbfb5572cacb440,7110100000,Черкаси,Гастелло,провулок
63fd0ccf8cbfb5572cacb446,7110100000,Черкаси,Героїв Дніпра,вулиця
63fd0ccf8cbfb5572cacb44c,7110100000,Черкаси,Глібова,вулиця
63fd0ccf8cbfb5572cacb452,7110100000,Черкаси,Грибоєдова,провулок
63fd0ccf8cbfb5572cacb453,7110100000,Черкаси,Григорія Сковороди,вулиця
63fd0ccf8cbfb5572cacb469,7110100000,Черкаси,Жовтневий,провулок
63fd0ccf8cbfb5572cacb490,7110100000,Черкаси,Кібенка,вулиця
63fd0ccf8cbfb5572cacb497,7110100000,Черкаси,Комунальний,провулок
63fd0ccf8cbfb5572cacb49a,7110100000,Черкаси,Кооперативна,вулиця
63fd0ccf8cbfb5572cacb49e,7110100000,Черкаси,Космонавтів,вулиця
63fd0ccf8cbfb5572cacb4a4,7110100000,Черкаси,Крайній,провулок
63fd0ccf8cbfb5572cacb4a7,7110100000,Черкаси,Краснодонський,провулок
63fd0ccf8cbfb5572cacb4b2,7110100000,Черкаси,Лазарева,вулиця
63fd0ccf8cbfb5572cacb4b4,7110100000,Черкаси,Леніна,площа
63fd0ccf8cbfb5572cacb4b7,7110100000,Черкаси,Липова,вулиця
63fd0ccf8cbfb5572cacb4ca,7110100000,Черкаси,Мельника,вулиця
